age,workclass,education,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,salary
34,private,10th,divorced,machineopinspct,notinfamily,black,Male,60,unitedstates,<=50K
57,federalgov,bachelors,marriedcivspouse,techsupport,husband,white,Male,48,unitedstates,>50K
55,private,bachelors,marriedcivspouse,execmanagerial,husband,white,Male,40,unitedstates,>50K
56,private,bachelors,marriedcivspouse,admclerical,husband,white,Male,40,unitedstates,>50K
32,private,somecollege,nevermarried,execmanagerial,notinfamily,white,Male,60,unitedstates,<=50K
18,private,somecollege,nevermarried,sales,ownchild,white,Male,15,unitedstates,<=50K
48,private,assocvoc,marriedspouseabsent,profspecialty,notinfamily,white,Male,40,unitedstates,<=50K
41,federalgov,profschool,marriedcivspouse,profspecialty,husband,white,Male,50,india,>50K
33,private,hsgrad,marriedcivspouse,transportmoving,husband,white,Male,20,unitedstates,<=50K
33,private,hsgrad,nevermarried,handlerscleaners,ownchild,white,Male,40,unitedstates,<=50K
47,private,5th6th,marriedspouseabsent,machineopinspct,otherrelative,white,Male,40,mexico,<=50K
40,private,hsgrad,divorced,admclerical,unmarried,white,Female,38,unitedstates,<=50K
42,private,hsgrad,marriedcivspouse,machineopinspct,husband,white,Male,40,mexico,<=50K
31,stategov,bachelors,marriedcivspouse,profspecialty,husband,white,Male,55,unitedstates,>50K
44,private,somecollege,divorced,admclerical,unmarried,white,Female,57,unitedstates,<=50K
37,private,hsgrad,separated,techsupport,unmarried,white,Female,40,unitedstates,<=50K
25,private,11th,nevermarried,machineopinspct,ownchild,black,Female,40,unitedstates,<=50K
63,selfempnotinc,7th8th,marriedcivspouse,farmingfishing,husband,white,Male,60,unitedstates,>50K
52,private,hsgrad,divorced,sales,notinfamily,white,Male,45,unitedstates,<=50K
28,private,hsgrad,nevermarried,admclerical,notinfamily,white,Female,40,unitedstates,<=50K
38,private,bachelors,marriedcivspouse,sales,husband,white,Male,50,unitedstates,<=50K
37,federalgov,assocacdm,marriedcivspouse,execmanagerial,wife,white,Female,40,unitedstates,>50K
31,private,hsgrad,marriedcivspouse,machineopinspct,husband,white,Male,45,unitedstates,<=50K
35,private,somecollege,divorced,sales,notinfamily,white,Female,35,unitedstates,<=50K
25,private,somecollege,nevermarried,admclerical,ownchild,white,Female,40,unitedstates,<=50K
43,selfempnotinc,hsgrad,nevermarried,farmingfishing,notinfamily,white,Male,60,unitedstates,<=50K
18,private,11th,nevermarried,otherservice,ownchild,white,Male,20,unitedstates,<=50K
26,private,hsgrad,nevermarried,admclerical,notinfamily,white,Female,40,unitedstates,<=50K
36,private,hsgrad,marriedcivspouse,transportmoving,husband,white,Male,60,unitedstates,>50K
21,private,somecollege,nevermarried,admclerical,notinfamily,white,Female,25,unitedstates,<=50K
62,federalgov,somecollege,widowed,protectiveserv,notinfamily,white,Female,40,unitedstates,<=50K
26,private,hsgrad,marriedcivspouse,craftrepair,husband,white,Male,40,unitedstates,<=50K
54,selfempnotinc,bachelors,marriedcivspouse,execmanagerial,husband,white,Male,40,unitedstates,>50K
18,private,11th,nevermarried,sales,ownchild,white,Female,20,unitedstates,<=50K
41,private,hsgrad,nevermarried,craftrepair,notinfamily,white,Male,50,unitedstates,<=50K
31,private,9th,nevermarried,otherservice,unmarried,white,Female,20,unitedstates,<=50K
56,private,9th,divorced,sales,unmarried,white,Female,40,unitedstates,<=50K
50,private,bachelors,marriedcivspouse,execmanagerial,husband,white,Male,50,unitedstates,>50K
22,private,bachelors,nevermarried,admclerical,ownchild,white,Female,35,unitedstates,<=50K
36,localgov,somecollege,marriedcivspouse,protectiveserv,husband,white,Male,48,unitedstates,<=50K
48,private,doctorate,marriedcivspouse,profspecialty,husband,asianpacislander,Male,40,india,>50K
30,private,hsgrad,marriedcivspouse,otherservice,wife,white,Female,30,unitedstates,<=50K
35,private,somecollege,marriedcivspouse,techsupport,husband,white,Male,45,unitedstates,<=50K
56,private,masters,marriedcivspouse,execmanagerial,wife,white,Female,50,unitedstates,<=50K
41,private,assocacdm,divorced,sales,unmarried,white,Male,40,unitedstates,<=50K
38,stategov,hsgrad,nevermarried,otherservice,notinfamily,white,Male,40,unitedstates,<=50K
34,private,9th,separated,machineopinspct,unmarried,white,Female,35,dominicanrepublic,<=50K
54,stategov,12th,nevermarried,otherservice,ownchild,white,Male,40,unitedstates,<=50K
42,private,assocvoc,divorced,profspecialty,notinfamily,white,Female,40,unitedstates,<=50K
33,private,hsgrad,marriedcivspouse,farmingfishing,husband,white,Male,50,unitedstates,<=50K
21,private,hsgrad,nevermarried,profspecialty,ownchild,white,Female,30,unitedstates,<=50K
69,localgov,10th,marriedcivspouse,transportmoving,husband,white,Male,10,unitedstates,<=50K
50,private,hsgrad,marriedcivspouse,craftrepair,husband,white,Male,40,unitedstates,<=50K
45,private,hsgrad,divorced,otherservice,notinfamily,white,Female,40,unitedstates,<=50K
28,private,bachelors,nevermarried,profspecialty,notinfamily,white,Male,60,unitedstates,>50K
21,private,assocacdm,nevermarried,otherservice,ownchild,white,Female,5,unitedstates,<=50K
43,selfempnotinc,assocvoc,divorced,execmanagerial,notinfamily,white,Male,25,unitedstates,<=50K
22,private,hsgrad,nevermarried,sales,notinfamily,white,Female,25,unitedstates,<=50K
62,selfempnotinc,hsgrad,marriedcivspouse,craftrepair,husband,white,Male,40,unitedstates,<=50K
21,selfempnotinc,somecollege,nevermarried,techsupport,notinfamily,white,Male,25,unitedstates,<=50K
34,private,somecollege,divorced,otherservice,unmarried,black,Female,40,unitedstates,<=50K
74,selfempnotinc,bachelors,marriedcivspouse,execmanagerial,husband,white,Male,12,unitedstates,>50K
43,private,somecollege,divorced,machineopinspct,unmarried,black,Female,38,unitedstates,<=50K
25,private,somecollege,nevermarried,profspecialty,notinfamily,white,Female,40,unitedstates,<=50K
43,private,11th,marriedcivspouse,handlerscleaners,husband,white,Male,40,unitedstates,<=50K
23,private,11th,marriedcivspouse,otherservice,husband,white,Male,40,unitedstates,<=50K
38,stategov,bachelors,marriedcivspouse,execmanagerial,husband,white,Male,35,unitedstates,>50K
64,private,bachelors,nevermarried,sales,unmarried,white,Female,40,peru,<=50K
35,private,somecollege,nevermarried,execmanagerial,notinfamily,white,Male,50,unitedstates,<=50K
69,selfempnotinc,10th,marriedspouseabsent,farmingfishing,notinfamily,white,Male,45,unitedstates,<=50K
32,private,bachelors,marriedcivspouse,execmanagerial,husband,white,Male,48,unitedstates,>50K
20,private,somecollege,nevermarried,otherservice,ownchild,white,Female,40,unitedstates,<=50K
66,selfempinc,hsgrad,marriedcivspouse,transportmoving,husband,white,Male,50,unitedstates,>50K
31,private,somecollege,nevermarried,craftrepair,notinfamily,white,Male,40,italy,<=50K
23,private,assocacdm,nevermarried,sales,ownchild,white,Female,40,unitedstates,<=50K
21,private,somecollege,nevermarried,admclerical,ownchild,white,Male,40,unitedstates,<=50K
36,private,hsgrad,marriedcivspouse,otherservice,wife,asianpacislander,Female,2,taiwan,<=50K
62,localgov,7th8th,marriedcivspouse,craftrepair,husband,white,Male,40,unitedstates,<=50K
38,private,hsgrad,nevermarried,handlerscleaners,notinfamily,white,Male,40,unitedstates,<=50K
45,private,somecollege,marriedcivspouse,transportmoving,husband,white,Male,50,unitedstates,>50K
27,private,11th,marriedcivspouse,handlerscleaners,husband,white,Male,40,unitedstates,<=50K
38,private,profschool,marriedcivspouse,profspecialty,husband,white,Male,90,unitedstates,>50K
21,selfempnotinc,assocvoc,marriedcivspouse,farmingfishing,husband,white,Male,40,unitedstates,<=50K
56,selfempnotinc,hsgrad,marriedcivspouse,sales,husband,white,Male,40,unitedstates,<=50K
59,localgov,masters,widowed,profspecialty,unmarried,white,Female,60,unitedstates,>50K
37,selfempnotinc,somecollege,divorced,execmanagerial,unmarried,white,Female,40,unitedstates,<=50K
50,federalgov,somecollege,marriedcivspouse,execmanagerial,husband,white,Male,40,unitedstates,>50K
55,private,bachelors,marriedcivspouse,execmanagerial,husband,white,Male,60,unitedstates,>50K
55,private,bachelors,marriedcivspouse,profspecialty,husband,white,Male,40,unitedstates,>50K
72,private,somecollege,marriedcivspouse,profspecialty,husband,white,Male,20,unitedstates,<=50K
39,private,somecollege,divorced,execmanagerial,notinfamily,white,Female,40,unitedstates,<=50K
28,private,12th,divorced,machineopinspct,notinfamily,white,Female,40,unitedstates,<=50K
51,selfempnotinc,hsgrad,nevermarried,sales,notinfamily,white,Male,40,unitedstates,<=50K
20,private,somecollege,nevermarried,otherservice,ownchild,white,Male,36,unitedstates,<=50K
25,private,somecollege,nevermarried,transportmoving,notinfamily,white,Female,45,unitedstates,<=50K
52,private,somecollege,divorced,sales,otherrelative,white,Female,20,unitedstates,>50K
45,private,hsgrad,widowed,craftrepair,notinfamily,white,Female,40,unitedstates,<=50K
17,private,11th,nevermarried,admclerical,ownchild,white,Female,12,unitedstates,<=50K
34,private,hsgrad,marriedcivspouse,admclerical,husband,white,Male,40,unitedstates,<=50K
58,federalgov,11th,divorced,craftrepair,notinfamily,black,Female,40,unitedstates,>50K
23,private,hsgrad,nevermarried,handlerscleaners,ownchild,white,Male,50,unitedstates,<=50K
34,private,bachelors,marriedcivspouse,sales,husband,white,Male,45,unitedstates,>50K
18,private,hsgrad,nevermarried,sales,ownchild,white,Female,24,unitedstates,<=50K
33,private,11th,nevermarried,sales,unmarried,black,Female,17,unitedstates,<=50K
50,selfempnotinc,somecollege,marriedcivspouse,craftrepair,husband,white,Male,48,unitedstates,<=50K
47,private,hsgrad,divorced,sales,notinfamily,white,Male,50,unitedstates,<=50K
50,selfempinc,profschool,marriedcivspouse,profspecialty,husband,white,Male,55,unitedstates,>50K
18,private,11th,nevermarried,sales,ownchild,white,Female,15,unitedstates,<=50K
49,localgov,profschool,marriedcivspouse,profspecialty,wife,white,Female,60,unitedstates,>50K
51,private,masters,marriedcivspouse,profspecialty,husband,white,Male,45,unitedstates,>50K
56,stategov,somecollege,marriedcivspouse,execmanagerial,husband,white,Male,40,unitedstates,>50K
38,private,hsgrad,widowed,admclerical,unmarried,white,Female,8,unitedstates,<=50K
23,private,somecollege,nevermarried,farmingfishing,notinfamily,white,Female,50,unitedstates,<=50K
33,private,somecollege,marriedcivspouse,transportmoving,husband,white,Male,40,unitedstates,<=50K
43,private,masters,marriedcivspouse,execmanagerial,husband,white,Male,45,unitedstates,<=50K
60,federalgov,hsgrad,divorced,execmanagerial,notinfamily,white,Male,40,unitedstates,>50K
57,stategov,12th,divorced,otherservice,unmarried,white,Female,40,unitedstates,<=50K
38,private,bachelors,nevermarried,sales,notinfamily,white,Male,45,unitedstates,<=50K
54,private,somecollege,marriedcivspouse,sales,husband,white,Male,50,unitedstates,>50K
38,federalgov,hsgrad,marriedcivspouse,admclerical,husband,black,Male,52,unitedstates,>50K
32,selfempnotinc,masters,nevermarried,profspecialty,notinfamily,white,Male,40,unitedstates,<=50K
20,private,somecollege,nevermarried,techsupport,ownchild,white,Male,15,unitedstates,<=50K
30,private,somecollege,nevermarried,execmanagerial,notinfamily,white,Male,52,unitedstates,<=50K
38,selfempnotinc,hsgrad,marriedcivspouse,farmingfishing,husband,white,Male,45,unitedstates,<=50K
19,private,somecollege,nevermarried,profspecialty,ownchild,white,Male,11,unitedstates,<=50K
29,private,hsgrad,marriedcivspouse,handlerscleaners,husband,white,Male,42,unitedstates,<=50K
24,private,somecollege,marriedcivspouse,craftrepair,husband,white,Male,60,unitedstates,<=50K
41,stategov,masters,divorced,profspecialty,notinfamily,white,Male,35,unitedstates,<=50K
23,private,7th8th,marriedcivspouse,handlerscleaners,otherrelative,other,Female,30,elsalvador,<=50K
18,private,hsgrad,nevermarried,sales,ownchild,white,Male,10,unitedstates,<=50K
38,private,hsgrad,separated,transportmoving,unmarried,black,Female,30,unitedstates,<=50K
29,private,bachelors,nevermarried,profspecialty,notinfamily,white,Male,50,england,<=50K
25,private,hsgrad,marriedcivspouse,transportmoving,husband,white,Male,45,unitedstates,<=50K
31,private,profschool,nevermarried,techsupport,notinfamily,white,Male,55,unitedstates,<=50K
34,private,bachelors,marriedspouseabsent,admclerical,notinfamily,white,Female,25,unitedstates,<=50K
34,private,hsgrad,marriedcivspouse,execmanagerial,husband,white,Male,45,unitedstates,>50K
58,private,hsgrad,marriedcivspouse,craftrepair,husband,black,Male,40,unitedstates,<=50K
38,private,hsgrad,separated,execmanagerial,unmarried,white,Female,40,canada,<=50K
24,private,bachelors,nevermarried,execmanagerial,ownchild,asianpacislander,Female,40,philippines,<=50K
47,private,hsgrad,marriedcivspouse,execmanagerial,husband,white,Male,40,unitedstates,>50K
19,private,hsgrad,nevermarried,otherservice,ownchild,black,Male,25,unitedstates,<=50K
32,private,somecollege,marriedcivspouse,craftrepair,husband,white,Male,45,unitedstates,<=50K
51,stategov,somecollege,divorced,admclerical,notinfamily,white,Female,40,unitedstates,<=50K
25,private,9th,marriedcivspouse,transportmoving,husband,white,Male,45,unitedstates,<=50K
42,private,7th8th,divorced,craftrepair,unmarried,white,Male,40,puertorico,<=50K
18,private,hsgrad,nevermarried,machineopinspct,ownchild,white,Male,20,unitedstates,<=50K
38,private,10th,marriedcivspouse,machineopinspct,ownchild,asianpacislander,Female,40,vietnam,<=50K
40,private,hsgrad,divorced,machineopinspct,notinfamily,black,Male,40,unitedstates,<=50K
52,private,somecollege,divorced,sales,notinfamily,white,Male,50,unitedstates,<=50K
38,private,hsgrad,divorced,machineopinspct,unmarried,white,Male,40,unitedstates,>50K
38,private,somecollege,nevermarried,sales,ownchild,white,Female,22,unitedstates,<=50K
45,private,somecollege,divorced,machineopinspct,unmarried,white,Male,48,unitedstates,<=50K
42,private,7th8th,divorced,sales,notinfamily,white,Female,40,unitedstates,<=50K
59,selfempinc,assocacdm,marriedcivspouse,craftrepair,husband,white,Male,40,unitedstates,<=50K
38,private,somecollege,nevermarried,protectiveserv,ownchild,black,Female,20,unitedstates,<=50K
33,private,bachelors,nevermarried,profspecialty,notinfamily,white,Female,40,unitedstates,<=50K
39,private,somecollege,marriedcivspouse,machineopinspct,husband,white,Male,40,unitedstates,>50K
18,selfempinc,11th,nevermarried,farmingfishing,ownchild,white,Male,70,unitedstates,<=50K
46,private,somecollege,marriedcivspouse,sales,husband,black,Male,60,unitedstates,>50K
24,private,bachelors,nevermarried,otherservice,notinfamily,white,Male,40,unitedstates,<=50K
28,private,assocvoc,marriedcivspouse,handlerscleaners,wife,white,Female,30,ecuador,<=50K
21,stategov,hsgrad,nevermarried,admclerical,ownchild,white,Female,43,unitedstates,<=50K
61,private,5th6th,marriedcivspouse,handlerscleaners,husband,asianpacislander,Male,40,philippines,>50K
38,federalgov,somecollege,marriedcivspouse,admclerical,husband,asianpacislander,Male,40,laos,<=50K
17,private,10th,nevermarried,handlerscleaners,ownchild,white,Male,26,unitedstates,<=50K
28,localgov,hsgrad,marriedcivspouse,protectiveserv,husband,white,Male,40,unitedstates,>50K
62,private,hsgrad,widowed,admclerical,notinfamily,white,Female,38,unitedstates,<=50K
39,private,hsgrad,separated,machineopinspct,notinfamily,black,Male,40,unitedstates,<=50K
30,localgov,hsgrad,nevermarried,protectiveserv,notinfamily,white,Male,40,unitedstates,<=50K
18,localgov,11th,nevermarried,admclerical,ownchild,white,Male,12,unitedstates,<=50K
54,private,hsgrad,nevermarried,handlerscleaners,ownchild,white,Male,40,unitedstates,<=50K
49,private,somecollege,marriedcivspouse,transportmoving,husband,white,Male,40,unitedstates,>50K
50,private,bachelors,marriedcivspouse,sales,husband,white,Male,40,unitedstates,>50K
57,private,hsgrad,marriedcivspouse,otherservice,husband,white,Male,78,unitedstates,<=50K
50,stategov,hsgrad,divorced,admclerical,ownchild,white,Female,40,unitedstates,<=50K
45,private,bachelors,marriedcivspouse,execmanagerial,husband,white,Male,40,unitedstates,>50K
41,private,somecollege,marriedcivspouse,execmanagerial,ownchild,white,Male,40,unitedstates,>50K
23,private,hsgrad,marriedcivspouse,machineopinspct,husband,white,Male,48,unitedstates,<=50K
23,private,bachelors,nevermarried,sales,notinfamily,white,Female,40,unitedstates,<=50K
47,private,hsgrad,marriedcivspouse,admclerical,wife,white,Female,40,hungary,<=50K
39,selfempnotinc,bachelors,marriedcivspouse,execmanagerial,husband,asianpacislander,Male,50,south,<=50K
29,private,assocvoc,marriedcivspouse,machineopinspct,husband,white,Male,48,unitedstates,>50K
46,private,hsgrad,marriedcivspouse,machineopinspct,husband,black,Male,40,unitedstates,<=50K
68,private,7th8th,marriedcivspouse,craftrepair,husband,white,Male,40,unitedstates,<=50K
62,private,assocvoc,marriedcivspouse,techsupport,husband,white,Male,40,unitedstates,>50K
43,private,assocacdm,marriedcivspouse,techsupport,husband,white,Male,40,unitedstates,<=50K
35,private,hsgrad,marriedcivspouse,craftrepair,husband,white,Male,40,unitedstates,<=50K
21,private,hsgrad,nevermarried,admclerical,ownchild,white,Female,40,unitedstates,<=50K
21,stategov,somecollege,nevermarried,handlerscleaners,ownchild,white,Male,40,unitedstates,<=50K
41,localgov,assocvoc,divorced,craftrepair,unmarried,white,Female,45,unitedstates,<=50K
61,private,hsgrad,marriedcivspouse,transportmoving,husband,white,Male,40,unitedstates,<=50K
24,private,hsgrad,nevermarried,craftrepair,notinfamily,white,Male,50,unitedstates,<=50K
21,private,hsgrad,nevermarried,protectiveserv,ownchild,black,Male,40,unitedstates,<=50K
37,localgov,assocvoc,nevermarried,protectiveserv,notinfamily,white,Female,40,unitedstates,<=50K
69,private,12th,marriedcivspouse,transportmoving,husband,white,Male,60,unitedstates,>50K
49,federalgov,somecollege,divorced,execmanagerial,notinfamily,white,Female,50,unitedstates,<=50K
55,private,hsgrad,marriedcivspouse,farmingfishing,husband,white,Male,53,unitedstates,>50K
21,private,hsgrad,marriedcivspouse,machineopinspct,husband,white,Male,40,unitedstates,<=50K
18,private,10th,nevermarried,otherservice,ownchild,white,Male,40,unitedstates,<=50K
23,private,10th,nevermarried,craftrepair,notinfamily,white,Male,40,unitedstates,<=50K
48,private,hsgrad,marriedcivspouse,craftrepair,husband,white,Male,40,unitedstates,>50K
36,private,hsgrad,marriedcivspouse,craftrepair,husband,white,Male,48,unitedstates,>50K
41,localgov,masters,marriedcivspouse,profspecialty,husband,white,Male,38,unitedstates,>50K
52,private,hsgrad,divorced,craftrepair,notinfamily,white,Male,40,unitedstates,<=50K
22,localgov,bachelors,nevermarried,profspecialty,ownchild,black,Female,18,unitedstates,<=50K
20,private,somecollege,nevermarried,machineopinspct,notinfamily,white,Female,40,unitedstates,<=50K
27,private,hsgrad,separated,machineopinspct,notinfamily,white,Male,43,unitedstates,<=50K
36,private,hsgrad,divorced,execmanagerial,notinfamily,white,Male,40,unitedstates,<=50K
38,private,hsgrad,marriedcivspouse,transportmoving,husband,amerindianeskimo,Male,52,unitedstates,<=50K
38,private,masters,marriedcivspouse,profspecialty,husband,white,Male,50,unitedstates,>50K
21,private,hsgrad,marriedcivspouse,craftrepair,husband,white,Male,50,unitedstates,<=50K
31,localgov,assocacdm,nevermarried,protectiveserv,unmarried,white,Male,40,unitedstates,<=50K
46,private,10th,marriedcivspouse,handlerscleaners,husband,black,Male,45,unitedstates,<=50K
55,localgov,masters,marriedcivspouse,profspecialty,husband,black,Male,40,unitedstates,>50K
19,stategov,somecollege,nevermarried,profspecialty,ownchild,white,Male,40,unitedstates,<=50K
38,private,hsgrad,marriedcivspouse,machineopinspct,husband,white,Male,40,unitedstates,>50K
28,private,somecollege,marriedcivspouse,handlerscleaners,husband,white,Male,40,unitedstates,<=50K
28,private,10th,marriedcivspouse,transportmoving,husband,white,Male,40,unitedstates,<=50K
38,private,hsgrad,marriedcivspouse,craftrepair,husband,white,Male,37,unitedstates,<=50K
54,private,somecollege,marriedcivspouse,sales,husband,white,Male,40,unitedstates,<=50K
38,localgov,masters,marriedcivspouse,profspecialty,wife,white,Female,45,unitedstates,>50K
56,private,hsgrad,marriedcivspouse,sales,wife,white,Female,4,unitedstates,<=50K
31,private,bachelors,divorced,execmanagerial,notinfamily,white,Female,50,unitedstates,>50K
32,stategov,bachelors,marriedcivspouse,execmanagerial,wife,white,Female,55,unitedstates,>50K
28,private,11th,divorced,otherservice,unmarried,white,Female,40,unitedstates,<=50K
34,private,assocvoc,marriedcivspouse,techsupport,husband,white,Male,40,unitedstates,<=50K
33,private,10th,nevermarried,otherservice,ownchild,white,Female,25,unitedstates,<=50K
42,private,assocvoc,divorced,admclerical,notinfamily,white,Female,35,unitedstates,<=50K
29,private,somecollege,marriedcivspouse,handlerscleaners,husband,white,Male,20,unitedstates,<=50K
45,private,somecollege,marriedcivspouse,transportmoving,husband,white,Male,40,unitedstates,<=50K
48,private,masters,marriedcivspouse,profspecialty,husband,white,Male,45,unitedstates,>50K
44,private,somecollege,separated,techsupport,notinfamily,white,Female,38,unitedstates,<=50K
34,federalgov,somecollege,nevermarried,admclerical,notinfamily,white,Male,40,unitedstates,<=50K
40,private,hsgrad,nevermarried,machineopinspct,notinfamily,white,Male,45,unitedstates,<=50K
45,private,hsgrad,marriedcivspouse,craftrepair,husband,white,Male,40,unitedstates,<=50K
23,private,somecollege,nevermarried,otherservice,ownchild,white,Female,20,unitedstates,<=50K
51,private,bachelors,marriedcivspouse,profspecialty,husband,white,Male,55,unitedstates,>50K
24,private,hsgrad,marriedcivspouse,craftrepair,husband,white,Male,50,unitedstates,<=50K
57,private,bachelors,widowed,profspecialty,unmarried,white,Male,40,unitedstates,>50K
23,private,somecollege,nevermarried,admclerical,notinfamily,white,Female,40,unitedstates,<=50K
36,private,hsgrad,divorced,machineopinspct,notinfamily,white,Male,40,unitedstates,<=50K
56,selfempinc,profschool,marriedcivspouse,profspecialty,husband,white,Male,32,unitedstates,>50K
42,private,hsgrad,divorced,execmanagerial,unmarried,white,Female,40,unitedstates,<=50K
45,selfempinc,bachelors,marriedcivspouse,execmanagerial,husband,white,Male,60,unitedstates,<=50K
38,private,bachelors,marriedcivspouse,profspecialty,husband,white,Male,70,unitedstates,>50K
54,private,bachelors,divorced,profspecialty,notinfamily,white,Male,40,unitedstates,<=50K
40,private,hsgrad,marriedcivspouse,machineopinspct,husband,white,Male,40,unitedstates,>50K
29,private,hsgrad,marriedcivspouse,transportmoving,husband,white,Male,40,unitedstates,<=50K
35,federalgov,bachelors,nevermarried,execmanagerial,ownchild,white,Male,40,unitedstates,<=50K
47,private,hsgrad,separated,execmanagerial,unmarried,white,Female,37,unitedstates,<=50K
28,private,hsgrad,nevermarried,otherservice,otherrelative,white,Male,40,mexico,<=50K
58,private,hsgrad,marriedcivspouse,machineopinspct,husband,white,Male,45,unitedstates,>50K
38,private,hsgrad,nevermarried,machineopinspct,ownchild,white,Female,25,unitedstates,<=50K
46,stategov,hsgrad,divorced,execmanagerial,notinfamily,white,Male,40,unitedstates,<=50K
57,private,10th,marriedcivspouse,machineopinspct,husband,black,Male,48,unitedstates,<=50K
22,private,hsgrad,nevermarried,handlerscleaners,otherrelative,white,Male,20,unitedstates,<=50K
28,private,bachelors,nevermarried,techsupport,notinfamily,black,Male,30,jamaica,<=50K
23,private,hsgrad,nevermarried,sales,ownchild,white,Male,60,unitedstates,<=50K
19,private,hsgrad,nevermarried,handlerscleaners,notinfamily,white,Male,40,unitedstates,<=50K
66,stategov,hsgrad,widowed,profspecialty,unmarried,black,Female,35,unitedstates,<=50K
38,private,somecollege,marriedcivspouse,execmanagerial,husband,white,Male,55,unitedstates,<=50K
39,federalgov,somecollege,divorced,execmanagerial,unmarried,black,Female,40,unitedstates,<=50K
47,private,hsgrad,marriedcivspouse,machineopinspct,husband,white,Male,40,unitedstates,>50K
39,private,hsgrad,divorced,transportmoving,ownchild,white,Male,60,unitedstates,<=50K
22,private,somecollege,nevermarried,transportmoving,ownchild,white,Male,40,unitedstates,<=50K
32,private,somecollege,marriedcivspouse,machineopinspct,husband,asianpacislander,Male,40,philippines,<=50K
43,localgov,bachelors,nevermarried,profspecialty,notinfamily,white,Male,40,unitedstates,<=50K
51,private,hsgrad,marriedcivspouse,craftrepair,husband,white,Male,40,unitedstates,<=50K
42,private,5th6th,marriedcivspouse,craftrepair,husband,white,Male,60,unitedstates,<=50K
34,private,somecollege,nevermarried,admclerical,ownchild,white,Male,40,unitedstates,<=50K
51,private,assocvoc,marriedcivspouse,craftrepair,husband,white,Male,57,unitedstates,<=50K
38,private,bachelors,marriedcivspouse,sales,husband,white,Male,44,unitedstates,<=50K
21,private,hsgrad,nevermarried,handlerscleaners,ownchild,black,Male,20,unitedstates,<=50K
33,selfempnotinc,bachelors,nevermarried,otherservice,notinfamily,white,Female,15,unitedstates,<=50K
34,private,hsgrad,marriedcivspouse,craftrepair,husband,white,Male,40,unitedstates,<=50K
32,private,hsgrad,marriedcivspouse,execmanagerial,husband,white,Male,40,unitedstates,<=50K
27,selfempnotinc,hsgrad,marriedcivspouse,otherservice,husband,black,Male,60,unitedstates,>50K
29,stategov,bachelors,nevermarried,profspecialty,notinfamily,white,Male,50,unitedstates,<=50K
46,private,7th8th,marriedcivspouse,farmingfishing,husband,black,Male,30,unitedstates,<=50K
37,private,hsgrad,nevermarried,otherservice,unmarried,black,Female,30,unitedstates,<=50K
38,selfempnotinc,hsgrad,marriedcivspouse,craftrepair,husband,white,Male,25,unitedstates,<=50K
37,private,somecollege,marriedcivspouse,execmanagerial,husband,black,Male,60,cuba,>50K
44,private,bachelors,marriedcivspouse,profspecialty,husband,white,Male,45,unitedstates,>50K
25,private,masters,nevermarried,profspecialty,notinfamily,white,Male,30,unitedstates,<=50K
38,private,hsgrad,nevermarried,sales,unmarried,white,Male,42,unitedstates,<=50K
34,localgov,assocacdm,divorced,admclerical,unmarried,white,Female,10,unitedstates,<=50K
38,selfempnotinc,hsgrad,marriedcivspouse,sales,husband,white,Male,60,unitedstates,>50K
38,private,somecollege,marriedcivspouse,execmanagerial,husband,white,Male,50,unitedstates,>50K
20,private,5th6th,nevermarried,handlerscleaners,unmarried,white,Male,30,guatemala,<=50K
38,stategov,assocvoc,marriedcivspouse,execmanagerial,husband,white,Male,38,unitedstates,>50K
46,private,doctorate,marriedcivspouse,profspecialty,husband,white,Male,60,unitedstates,>50K
34,private,assocacdm,divorced,sales,notinfamily,white,Male,40,unitedstates,<=50K
55,stategov,somecollege,divorced,profspecialty,notinfamily,black,Female,37,unitedstates,<=50K
36,private,hsgrad,nevermarried,transportmoving,notinfamily,white,Male,35,unitedstates,<=50K
28,private,somecollege,nevermarried,execmanagerial,notinfamily,white,Female,40,unitedstates,>50K
22,private,hsgrad,nevermarried,otherservice,notinfamily,white,Male,40,unitedstates,<=50K
34,private,somecollege,nevermarried,sales,ownchild,black,Female,35,unitedstates,<=50K
38,private,somecollege,nevermarried,machineopinspct,notinfamily,black,Male,40,unitedstates,<=50K
27,private,hsgrad,nevermarried,otherservice,ownchild,white,Female,32,unitedstates,<=50K
43,federalgov,masters,marriedcivspouse,handlerscleaners,husband,white,Male,12,unitedstates,<=50K
55,private,10th,marriedcivspouse,craftrepair,husband,white,Male,40,unitedstates,>50K
39,selfempnotinc,10th,marriedspouseabsent,otherservice,notinfamily,white,Female,15,unitedstates,<=50K
20,private,somecollege,nevermarried,otherservice,ownchild,white,Male,33,elsalvador,<=50K
38,private,hsgrad,nevermarried,handlerscleaners,notinfamily,black,Male,40,unitedstates,<=50K
30,private,somecollege,nevermarried,craftrepair,notinfamily,white,Male,40,unitedstates,<=50K
21,private,11th,nevermarried,otherservice,ownchild,white,Male,42,elsalvador,<=50K
60,private,hsgrad,marriedcivspouse,profspecialty,husband,white,Male,30,unitedstates,<=50K
43,private,somecollege,nevermarried,handlerscleaners,notinfamily,white,Male,40,unitedstates,<=50K
38,private,hsgrad,marriedcivspouse,craftrepair,husband,white,Male,45,unitedstates,>50K
23,private,somecollege,nevermarried,otherservice,unmarried,white,Female,48,elsalvador,<=50K
